GRID,Name,CIND,Avox,ClientType,Explanation,CountryInc,Country,LOB,Cif Risk,Risk Rating,HasTransactions,NumberOfTransactions,Sources,MaxTradeDate,TotalAmount,AccountSources,Open Account Sources,AccountIds,Markets,HSI,Payments,GTRF,HSS,NumberofTransactions,NKYC_PROFILE_ID_LATEST,NKYC_STATUS_LATEST,NKYC_REQUEST_TYPE_LATEST,NKYC_RISK_RATING_LATEST,KYCS_NEXT_RENEWAL_DATE_LATEST,RM,Rec
4115259,cust332,468159496,28201304,GBM Customers,Direct Customer,usa,usa,gbm,m,medium,yes,2,"KYCS, WDA",1/8/2020,10614.84,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc221,no,no,yes,no,no,2,20192474,ACTIVE,New Business - Remediation,MEDIUM,1/8/2022,Leland Lish  ,"GPS,FISC,DDA"
65773,cust333,101707395,2484957,GBM Customers,Direct Customer,can,can,gbm,l,low,yes,147,"Impact Trades, KYCS",5/14/2020,2167905453,ISD,ISD,Acc1 Acc2 Acc3 Acc4 Acc222,yes,yes,no,no,no,147,20193569,ACTIVE,New Business - Remediation,LOW,4/10/2022,Glen Montano  ,"GPS,SMT,IMPACT FIN"
4269140,cust335,383087390,3108029,GBM Customers,Direct Customer,gbr,gbr,gbm,,medium,no,0,KYCS,1800-01-01,0,ISD,ISD,Acc1 Acc2 Acc3 Acc4 Acc224,no,no,no,no,no,0,20192546,ACTIVE,New Business - Remediation,MEDIUM,7/29/2021,Earnest Dunagan  ,"GPS,WDA"
4227059,cust336,893378453,31298306,GBM Customers,Direct Customer,usa,hkg,gbm,m,medium,yes,25,"GPS, KYCS, WDA",4/28/2020,32909595.48,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc225,no,no,yes,no,no,25,20192567,ACTIVE,Renewal,MEDIUM,5/30/2021,Jacklyn Ricotta  ,"FISC,DDA,ADP"
4438270,cust337,403781635,26100474,GBM Customers,Direct Customer,usa,usa,gbm,l,low,no,0,KYCS,1800-01-01,0,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc226,no,no,no,no,no,0,20183168,ACTIVE,New Business - Remediation,LOW,4/11/2023,Clemencia Buchta  ,"IMPACT TRADES,FISC,WDA"
4103531,cust339,100775101,26349347,GBM Customers,Direct Customer,usa,usa,gbm,,low,no,0,KYCS,1800-01-01,0,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc228,no,no,no,no,no,0,54881,Active,Amendment,LOW,3/25/2018,Joey Ellinger  ,"IMPACT TRADES,FISC,WDA"
25957215,cust340,69436577,37984979,GBM Customers,Direct Customer,usa,usa,gbm,h,medium,yes,7987,"GPS, NFOS, KYCS",5/13/2020,3.31E+11,ISD,ISD,Acc1 Acc2 Acc3 Acc4 Acc229,yes,no,yes,no,no,7987,20203262,ACTIVE,Trigger,MEDIUM,9/15/2022,Alonzo Dunkin  ,"IMPACT TRADES,TDA,IMPACT FIN"
72411,cust341,100206609,2211394,GBM Customers,Direct Customer,usa,usa,gbm,l,low,yes,134,"FISC, Impact Trades, KYCS",4/23/2020,21987922.74,ISD,ISD,Acc1 Acc2 Acc3 Acc4 Acc230,yes,yes,no,no,no,134,20183361,ACTIVE,New Business - Remediation,LOW,11/6/2023,Cornelius Dearmond  ,"NFOS,CAL,WDA"
25630641,cust342,217330516,36779496,GBM Customers,Direct Customer,usa,usa,gbm,l,low,no,0,KYCS,1800-01-01,0,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc231,no,no,no,no,no,0,20202760,ACTIVE,Trigger,LOW,3/13/2022,Danilo Nading  ,"IMPACT TRADES,FISC,WDA"
4614454,cust343,100836122,31555246,GBM Customers,Direct Customer,usa,usa,gbm,l,low,yes,809,"GPS, KYCS, WDA",5/11/2020,24187484.02,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc232,no,no,yes,no,no,809,20182954,ACTIVE,New Business,LOW,8/27/2022,Steve Mealey  ,DDA
25998316,cust344,474073714,38638757,GBM Customers,Direct Customer,usa,usa,gbm,h,low,no,0,KYCS,1800-01-01,0,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc233,no,no,no,no,no,0,20203261,ACTIVE,New Business,LOW,2/10/2025,Bobby Brumbelow  ,"IMPACT TRADES,FISC,WDA"
4001294,cust345,758957262,3839331,GBM Customers,Direct Customer,nld,hkg,gbm,h,high,no,0,KYCS,1800-01-01,0,ISD,ISD,Acc1 Acc2 Acc3 Acc4 Acc234,no,no,no,no,no,0,20193064,INACTIVE,Trigger,HIGH,9/29/2018,Ronny Concepcion  ,"GPS,WDA,FITEK"
4359150,cust346,100297266,3593570,GBM Customers,Direct Customer,nld,nld,gbm,l,low,yes,225,"GPS, KYCS, WDA",5/14/2020,25481652.44,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc235,no,no,yes,no,no,225,20182846,ACTIVE,Renewal (Scheduled),LOW,5/22/2023,Cleo Hobgood  ,"NFOS,IMPACT TRADES,CAL"
4066067,cust347,100714634,28166454,GBM Customers,Direct Customer,cym,cym,gbm,h,medium,no,0,KYCS,1800-01-01,0,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc236,no,no,no,no,no,0,20202946,ACTIVE,Renewal (Scheduled),MEDIUM,10/8/2022,Sandi Sauls  ,"IMPACT TRADES,FISC,FITEK"
25931261,cust348,587315914,33874890,GBM Customers,Direct Customer,usa,usa,gbm,,low,no,0,KYCS,1800-01-01,0,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc237,no,no,no,no,no,0,20203069,ACTIVE,New Business,LOW,8/20/2024,Teressa Veatch  ,"IMPACT TRADES,FISC,WDA"
756,cust349,616113459,10052093,GBM Customers,Direct Customer,che,che,gbm,h,scc,yes,674,"NFOS, KYCS, PMC",5/14/2020,19969768076,CIF ISD,CIF ISD,Acc1 Acc2 Acc3 Acc4 Acc238,yes,no,no,no,no,674,20193565,ACTIVE,Renewal,SCC,6/3/2020,Sharda Angevine  ,"GPS,DDA,WDA"
30961,cust350,418926525,3118170,GBM Customers,Direct Customer,tur,tur,gbm,h,scc,yes,1883,"DDA, GPS, KYCS, WDA",5/14/2020,901743186.9,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc239,no,no,yes,no,no,1883,20203359,ACTIVE,Trigger,SCC,8/6/2020,Taisha Clermont  ,LOAN IQ
167142,cust351,653679231,9310383,GBM Customers,Direct Customer,hkg,hkg,gbm,m,medium,yes,6266,"GPS, KYCS, WDA",5/14/2020,5285291970,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc240,no,no,yes,no,no,6266,20192449,ACTIVE,New Business - Remediation,MEDIUM,12/21/2021,Richard Johnson,"IMPACT FIN,IMPACT TRADES"
4047658,cust352,377482316,7615930,GBM Customers,Direct Customer,gbr,gbr,gbm,l,low,yes,4948,"NFOS, KYCS",4/30/2020,35773975002,ISD,ISD,Acc1 Acc2 Acc3 Acc4 Acc241,yes,no,no,no,no,4948,20182468,ACTIVE,New Business,LOW,8/7/2022,Sina Lamers  ,"IMPACT TRADES,CAL,FISC"
1619943,cust353,317056552,3205553,GBM Customers,Direct Customer,usa,usa,gbm,l,low,no,0,KYCS,1800-01-01,0,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc242,no,no,no,no,no,0,20192974,ACTIVE,Trigger,LOW,12/20/2021,Kam Ackley  ,"IMPACT TRADES,FISC,WDA"
4140819,cust354,54408336,3748555,GBM Customers,Direct Customer,usa,usa,gbm,l,low,yes,48,"GPS, Impact Trades, KYCS",5/14/2020,121519426.4,CIF ISD,CIF ISD,Acc1 Acc2 Acc3 Acc4 Acc243,yes,yes,yes,no,no,48,20193354,ACTIVE,New Business - Remediation,LOW,11/29/2023,Amrita Singh,"FISC,ADP,WDA"
4011753,cust355,975706952,30756879,GBM Customers,Direct Customer,arg,arg,gbm,m,medium,yes,211,"DDA, GPS, KYCS",5/8/2020,3322983559,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc244,no,no,yes,no,no,211,20173366,EXPIRED,New Business - Remediation,MEDIUM,3/15/2019,Jonathan Parker,"WDA,LOAN IQ"
312596,cust356,643964326,16982911,GBM Customers,Direct Customer,usa,usa,gbm,l,low,yes,75,"FISC, KYCS",1/31/2020,9005000,ISD,ISD,Acc1 Acc2 Acc3 Acc4 Acc245,yes,yes,no,no,no,75,20173469,EXPIRED,Trigger,LOW,11/7/2019,Steve Moore,"IMPACT TRADES,ADP,WDA"
4370950,cust357,338135262,34014235,GBM Customers,Direct Customer,usa,usa,gbm,m,medium,yes,12,"KYCS, WDA",4/30/2020,1518.82,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc246,no,no,yes,no,no,12,20182462,ACTIVE,New Business - Remediation,MEDIUM,11/7/2021,Deloise Marez  ,"GPS,FISC,DDA"
71073,cust358,856202842,4097708,GBM Customers,Direct Customer,usa,usa,gbm,m,medium,yes,53,"GPS, Hie, NFOS, KYCS, TDA, WDA",5/8/2020,80707406791,CIF ISD,CIF ISD,Acc1 Acc2 Acc3 Acc4 Acc247,yes,no,yes,yes,no,53,20203271,ACTIVE,Trigger,MEDIUM,5/31/2020,Alan Amante  ,LOAN IQ
827658,cust359,570357837,17009217,GBM Customers,Direct Customer,esp,esp,gbmi,m,medium,no,0,KYCS,1800-01-01,0,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc248,no,no,no,no,no,0,20182850,PENDING-EXIT-NFB,Exit,MEDIUM,8/10/2022,Shila Eyre  ,"IMPACT TRADES,FISC,PMC"
4631818,cust360,259500496,17009309,GBM Customers,Direct Customer,usa,usa,gbm,l,low,yes,3243,"GPS, KYCS, WDA",5/14/2020,3535236636,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc249,no,no,yes,no,no,3243,20183372,ACTIVE,Trigger,LOW,10/25/2022,Makeda Hutson  ,"IMPACT TRADES,FISC,ADP"
4543303,cust361,206703829,365478,GBM Customers,Direct Customer,usa,usa,gbm,l,low,yes,37,"GPS, KYCS, WDA",5/6/2020,40485828.28,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc250,no,no,yes,no,no,37,20193051,ACTIVE,Renewal,LOW,7/17/2023,Brandie Pokorny  ,"FISC,ADP,IMPACT TRADES"
176892,cust362,685041030,2482275,GBM Customers,Direct Customer,usa,usa,gbm,m,medium,yes,894,"Impact Trades, KYCS",5/14/2020,2649448740,CIF ISD,CIF ISD,Acc1 Acc2 Acc3 Acc4 Acc251,yes,yes,no,no,no,894,20203046,ACTIVE,Renewal (Scheduled),MEDIUM,9/26/2020,Loren Brizendine  ,"GPS,DDA,WDA"
2569103,cust363,100307084,30100552,GBM Customers,Direct Customer,gbr,gbr,gbm,l,low,no,0,KYCS,1800-01-01,0,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc252,no,no,no,no,no,0,20182463,ACTIVE,New Business - Remediation,LOW,5/8/2022,Kindra Lebrun  ,"GPS,WDA"
4087155,cust364,100299839,28008104,GBM Customers,Direct Customer,lux,lux,gbm,m,medium,yes,128,"Loan IQ, KYCS",5/4/2020,1.02E+11,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc253,no,no,no,no,yes,128,20193555,ACTIVE,New Business,MEDIUM,12/19/2021,Tyron Duford  ,"GPS,DDA,NFOS"
4631262,cust365,950268438,346478,GBM Customers,Direct Customer,usa,usa,gbm,l,low,no,0,KYCS,1800-01-01,0,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc254,no,no,no,no,no,0,20193058,ACTIVE,Renewal,LOW,9/12/2023,Sherril Neufeld  ,"IMPACT TRADES,FISC,WDA"
523071,cust366,923248590,30608028,GBM Customers,Direct Customer,can,can,gbm,l,low,yes,5,"GPS, KYCS",4/15/2020,189325.4,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc255,no,no,yes,no,no,5,20183468,ACTIVE,New Business - Remediation,LOW,5/12/2023,Elden Hasting  ,"FISC,WDA,FITEK"
4095401,cust367,123006586,29565339,GBM Customers,Direct Customer,lux,usa,gbmi,l,low,no,0,KYCS,1800-01-01,0,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc256,no,no,no,no,no,0,20203356,ACTIVE,New Business,LOW,10/28/2020,Romeo Giambrone  ,"IMPACT TRADES,FISC,WDA"
1352004,cust368,787161794,9807288,GBM Customers,Direct Customer,bra,bra,gbm,l,low,no,0,KYCS,1800-01-01,0,CIF ISD,CIF ISD,Acc1 Acc2 Acc3 Acc4 Acc257,no,no,no,no,no,0,20193050,ACTIVE,Trigger,LOW,12/31/2018,Robert Derusha,"IMPACT TRADES,FISC,FITEK"
24906236,cust369,858770328,26007348,GBM Customers,Direct Customer,usa,usa,gbm,m,medium,no,0,KYCS,1800-01-01,0,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc258,no,no,no,no,no,0,20183258,ACTIVE,New Business,MEDIUM,3/8/2021,Debra Whicker  ,"IMPACT TRADES,FISC,WDA"
4583641,cust370,100727828,33633348,GBM Customers,Direct Customer,esp,esp,gbm,h,medium,yes,9,"GPS, KYCS",5/12/2020,339727.1,ISD,ISD,Acc1 Acc2 Acc3 Acc4 Acc259,no,no,yes,no,no,9,20203068,ACTIVE,New Business,MEDIUM,8/22/2022,Vikki Newlon  ,"IMPACT TRADES,FISC,PMC"
1484682,cust371,892693625,26510424,GBM Customers,Direct Customer,kor,kor,gbm,,medium,no,0,KYCS,1800-01-01,0,ISD,ISD,Acc1 Acc2 Acc3 Acc4 Acc260,no,no,no,no,no,0,20203458,ACTIVE,Trigger,MEDIUM,9/30/2022,Nick Obrien,"IMPACT TRADES,FISC,FITEK"
1498793,cust372,100297227,25145647,GBM Customers,Direct Customer,deu,deu,gbm,m,medium,yes,9583,"GPS, KYCS, WDA",5/14/2020,3.15E+11,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc261,no,no,yes,no,no,9583,20202463,ACTIVE,Renewal,MEDIUM,8/12/2022,Eun Bushway  ,"NFOS,IMPACT TRADES,FISC"
3999350,cust373,615386166,25328090,GBM Customers,Direct Customer,deu,deu,gbm,l,low,no,0,KYCS,1800-01-01,0,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc262,no,no,no,no,no,0,20182951,ACTIVE,New Business - Remediation,LOW,4/4/2023,Valencia James  ,"IMPACT TRADES,FISC,FITEK"
4342295,cust374,427209220,32764764,GBM Customers,Direct Customer,usa,usa,bbup,m,medium,no,0,KYCS,1800-01-01,0,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc263,no,no,no,no,no,0,20192862,ACTIVE,New Business - Remediation,MEDIUM,9/26/2021,Desire Felch  ,"HIE,NFOS,IMPACT TRADES"
4566275,cust375,844677755,32280565,GBM Customers,Direct Customer,usa,usa,gbm,m,medium,yes,86,"DDA, GPS, KYCS",2/26/2020,12874451698,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc264,no,no,yes,no,no,86,20173560,DRAFT,New Business,MEDIUM,4/30/2019,Kayleigh Asuncion  ,WDA
4279484,cust376,6365212,664478,GBM Customers,Direct Customer,usa,usa,gbm,m,medium,no,0,KYCS,1800-01-01,0,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc265,no,no,no,no,no,0,20193558,EXPIRED,Renewal,MEDIUM,4/30/2020,Andre Bushell,"IMPACT TRADES,FISC,WDA"
4358391,cust378,871132006,4208013,GBM Customers,Direct Customer,tur,tur,gbm,,medium,no,0,KYCS,1800-01-01,0,ISD,ISD,Acc1 Acc2 Acc3 Acc4 Acc267,no,no,no,no,no,0,53657,Client Pending Exit,Amendment,MEDIUM,4/28/2018,Harvey Pressnell  ,"IMPACT TRADES,FISC,FITEK"
845763,cust379,344736457,28059736,GBM Customers,Direct Customer,che,che,gbm,l,low,no,0,KYCS,1800-01-01,0,ISD,ISD,Acc1 Acc2 Acc3 Acc4 Acc268,no,no,no,no,no,0,20192561,ACTIVE,New Business,LOW,6/5/2023,Earl Laberge,"IMPACT TRADES,FISC,FITEK"
4227641,cust381,101009065,25392691,GBM Customers,Direct Customer,irl,irl,gbm,,low,no,0,KYCS,1800-01-01,0,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc270,no,no,no,no,no,0,31845,Active,New Client,LOW,5/19/2018,Freeman Napier  ,"IMPACT TRADES,FISC,FITEK"
25824197,cust382,855630347,26171585,GBM Customers,Direct Customer,nld,nld,gbm,h,low,no,0,KYCS,1800-01-01,0,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc271,no,no,no,no,no,0,20212448,ACTIVE,New Business,LOW,1/27/2025,Leland Lish  ,"IMPACT TRADES,FISC,FITEK"
72914,cust383,987810936,30229162,GBM Customers,Direct Customer,usa,usa,gbm,l,low,no,0,KYCS,1800-01-01,0,ISD,ISD,Acc1 Acc2 Acc3 Acc4 Acc272,no,no,no,no,no,0,20173561,ACTIVE,New Business - Remediation,LOW,4/6/2022,Glen Montano  ,"IMPACT TRADES,FISC,WDA"
352303,cust384,578745942,25509284,GBM Customers,Direct Customer,bmu,bmu,gbm,l,low,yes,411,"KYCS, WDA",5/14/2020,36480942.84,CIF ISD,CIF ISD,Acc1 Acc2 Acc3 Acc4 Acc273,no,no,yes,no,no,411,20192462,ACTIVE,Renewal,LOW,12/20/2019,Tabetha Cuddy  ,"NFOS,IMPACT TRADES,CAL"
2626921,cust385,760699740,30367594,GBM Customers,Direct Customer,gbr,gbr,gbm,l,low,yes,718,"DDA, GPS, KYCS",5/14/2020,22715271020,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc274,no,no,yes,no,no,718,20202549,ACTIVE,New Business - Remediation,LOW,10/17/2024,Earnest Dunagan  ,"PMC,NFOS,WDA"
1321842,cust386,179501685,30254863,GBM Customers,Direct Customer,sgp,sgp,gbm,m,medium,yes,160,"GPS, KYCS, WDA",5/14/2020,6206198.76,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc275,no,no,yes,no,no,160,20182862,ACTIVE,New Business - Remediation,MEDIUM,12/22/2020,Jacklyn Ricotta  ,"ADP,PMC,NFOS"
4357636,cust387,964264829,29413965,GBM Customers,Direct Customer,lux,lux,gbm,h,scc,no,0,KYCS,1800-01-01,0,CIF ISD,CIF ISD,Acc1 Acc2 Acc3 Acc4 Acc276,no,no,no,no,no,0,20202567,ACTIVE,Renewal,SCC,8/23/2020,Clemencia Buchta  ,"IMPACT TRADES,FISC,FITEK"
2065511,cust389,936897715,13880980,GBM Customers,Direct Customer,usa,usa,gbm,,low,no,0,KYCS,1800-01-01,0,ISD,ISD,Acc1 Acc2 Acc3 Acc4 Acc278,no,no,no,no,no,0,40879,Client Pending Exit,Amendment,LOW,6/28/2018,Joey Ellinger  ,"IMPACT TRADES,FISC,WDA"
511374,cust390,314873423,3198208,GBM Customers,Direct Customer,usa,usa,gbm,l,low,yes,136496,"DDA, GPS, KYCS",5/14/2020,4.19E+12,CIF ISD,CIF ISD,Acc1 Acc2 Acc3 Acc4 Acc279,no,no,yes,no,no,136496,20203251,ACTIVE,Trigger,LOW,8/28/2020,Alonzo Dunkin  ,"NFOS,IMPACT TRADES,TDA"
267132,cust391,909029907,25413809,GBM Customers,Direct Customer,mac,mac,gbm,h,scc,yes,1642,"GPS, KYCS, WDA",5/14/2020,9107203827,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc280,no,no,yes,no,no,1642,20203146,ACTIVE,Renewal (Scheduled),SCC,12/19/2020,Cornelius Dearmond  ,"DDA,NFOS,IMPACT TRADES"
25283780,cust392,445631051,264478,GBM Customers,Direct Customer,usa,usa,gbm,m,medium,yes,143,"GPS, KYCS, WDA",5/12/2020,496029704.1,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc281,no,no,yes,no,no,143,20202572,ACTIVE,Trigger,MEDIUM,5/7/2020,Danilo Nading  ,"DDA,SMT,IMPACT FIN"
445774,cust393,100306384,2554621,GBM Customers,Direct Customer,can,can,gbm,m,medium,yes,3187,"ADP, FISC, NFOS, KYCS",4/6/2020,316173382.4,ISD,ISD,Acc1 Acc2 Acc3 Acc4 Acc282,yes,yes,no,no,no,3187,20192854,ACTIVE,Trigger,MEDIUM,2/4/2019,Steve Mealey  ,"IMPACT TRADES,PMC,IMPACT FIN"
25681195,cust394,302326780,36502820,GBM Customers,Direct Customer,usa,usa,gbm,m,medium,no,0,KYCS,1800-01-01,0,ISD,ISD,Acc1 Acc2 Acc3 Acc4 Acc283,no,no,no,no,no,0,20193555,ACTIVE,New Business,MEDIUM,1/18/2022,Bobby Brumbelow  ,"IMPACT TRADES,FISC,WDA"
4155853,cust395,992031578,26010321,GBM Customers,Direct Customer,usa,usa,gbm,m,medium,yes,1,"GPS, KYCS",4/24/2020,0,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc284,no,no,yes,no,no,1,20182750,EXPIRED,New Business - Remediation,MEDIUM,9/13/2019,Ronny Concepcion  ,"FISC,DDA,WDA"
548,cust396,636968190,25022699,GBM Customers,Direct Customer,usa,usa,gbm,l,low,yes,203078,"ADP, FISC, Impact Fin, Impact Trades, NFOS, KYCS",5/14/2020,5.01E+12,CIF ISD,CIF ISD,Acc1 Acc2 Acc3 Acc4 Acc285,yes,yes,no,no,no,203078,20192651,ACTIVE,New Business - Remediation,LOW,12/14/2023,Cleo Hobgood  ,"TDA,TRT,GPS"
4410740,cust397,100451413,34350692,GBM Customers,Direct Customer,usa,usa,gbm,m,medium,yes,36,"GPS, KYCS, WDA",4/16/2020,359087283.1,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc286,no,no,yes,no,no,36,20192973,ACTIVE,Renewal,MEDIUM,11/14/2021,Sandi Sauls  ,"NFOS,CAL,IMPACT TRADES"
4296561,cust398,205290470,16971234,GBM Customers,Direct Customer,bra,bra,gbm,h,scc,no,0,KYCS,1800-01-01,0,ISD,ISD,Acc1 Acc2 Acc3 Acc4 Acc287,no,no,no,no,no,0,20202649,ACTIVE,New Business,SCC,5/30/2020,Teressa Veatch  ,"IMPACT TRADES,FISC,FITEK"
4244336,cust399,55599441,28135604,GBM Customers,Direct Customer,usa,can,gbm,l,low,no,0,KYCS,1800-01-01,0,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc288,no,no,no,no,no,0,20192469,ACTIVE,New Business - Remediation,LOW,5/30/2021,Sharda Angevine  ,"GPS,WDA,FITEK"
337497,cust400,725060527,4433472,GBM Customers,Direct Customer,mex,mex,gbmi,h,medium,no,0,KYCS,1800-01-01,0,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc289,no,no,no,no,no,0,20192476,ACTIVE,New Business,MEDIUM,5/3/2021,Taisha Clermont  ,"NFOS,IMPACT TRADES,FITEK"
4333041,cust401,51658535,32666622,GBM Customers,Direct Customer,usa,usa,gbm,m,medium,yes,997,"GPS, KYCS, WDA",5/13/2020,46640371.1,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc290,no,no,yes,no,no,997,20193064,ACTIVE,Trigger,MEDIUM,3/7/2019,Richard Johnson,DDA
4466072,cust402,100299386,34628439,GBM Customers,Direct Customer,usa,usa,gbm,l,medium,yes,557,"DDA, GPS, KYCS",5/7/2020,77832230417,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc291,no,no,yes,no,no,557,20202459,ACTIVE,New Business,MEDIUM,5/25/2022,Sina Lamers  ,"IMPACT TRADES,FISC,ADP"
4542448,cust403,641605368,34863142,GBM Customers,Direct Customer,aus,aus,gbm,l,low,no,0,KYCS,1800-01-01,0,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc292,no,no,no,no,no,0,20192671,ACTIVE,New Business,LOW,10/16/2023,Kam Ackley  ,"IMPACT TRADES,FISC,FITEK"
4003800,cust404,101132919,25764686,GBM Customers,Direct Customer,nld,nld,gbm,l,low,yes,578,"GPS, NFOS, KYCS, WDA",5/14/2020,1893957305,CIF ISD,CIF ISD,Acc1 Acc2 Acc3 Acc4 Acc293,yes,no,yes,no,no,578,20193062,ACTIVE,Trigger,LOW,7/16/2023,Amrita Singh,
4058173,cust405,337670527,3771572,GBM Customers,Direct Customer,usa,usa,gbm,h,low,no,0,KYCS,1800-01-01,0,ISD,ISD,Acc1 Acc2 Acc3 Acc4 Acc294,no,no,no,no,no,0,20212572,ACTIVE,New Business,LOW,4/22/2025,Jonathan Parker,"IMPACT TRADES,FISC,WDA"
4552129,cust406,709853859,35069055,GBM Customers,Direct Customer,nld,nld,gbm,m,medium,no,0,KYCS,1800-01-01,0,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc295,no,no,no,no,no,0,20182450,EXPIRED,New Business,MEDIUM,1800-01-01,Steve Moore,"IMPACT TRADES,FISC,FITEK"
1143542,cust407,211232860,13820387,GBM Customers,Direct Customer,irl,irl,gbm,m,medium,no,0,KYCS,1800-01-01,0,ISD,ISD,Acc1 Acc2 Acc3 Acc4 Acc296,no,no,no,no,no,0,20182749,EXPIRED,New Business,MEDIUM,7/5/2019,Deloise Marez  ,"IMPACT TRADES,FISC,FITEK"
4288803,cust408,750960081,3772252,GBM Customers,Direct Customer,bmu,bmu,gbm,m,medium,no,0,KYCS,1800-01-01,0,ISD,ISD,Acc1 Acc2 Acc3 Acc4 Acc297,no,no,no,no,no,0,20182847,ACTIVE,New Business,MEDIUM,6/25/2019,Alan Amante  ,"IMPACT TRADES,FITEK,WDA"
4255539,cust409,468172810,4534830,GBM Customers,Direct Customer,usa,usa,gbm,l,low,no,0,KYCS,1800-01-01,0,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc298,no,no,no,no,no,0,20182470,ACTIVE,New Business - Remediation,LOW,6/29/2022,Shila Eyre  ,"IMPACT TRADES,FISC,WDA"
4592999,cust410,350752868,35426854,GBM Customers,Direct Customer,usa,usa,gbm,l,low,yes,169,"GPS, KYCS, WDA",5/7/2020,16730108.18,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc299,no,no,yes,no,no,169,20182757,ACTIVE,New Business,LOW,5/4/2022,Makeda Hutson  ,"NFOS,CAL,IMPACT TRADES"
65295,cust411,794329776,25066699,GBM Customers,Direct Customer,usa,usa,gbm,l,low,yes,6131,"Impact Trades, KYCS",5/14/2020,8040806631,CIF ISD,CIF ISD,Acc1 Acc2 Acc3 Acc4 Acc300,yes,yes,no,no,no,6131,20203450,ACTIVE,Trigger,LOW,5/15/2020,Brandie Pokorny  ,"FISC,ADP,IMPACT FIN"
4369031,cust412,337923457,26003350,GBM Customers,Direct Customer,usa,usa,gbm,m,medium,yes,598,"GPS, KYCS, WDA",5/12/2020,911398872,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc301,no,no,yes,no,no,598,20202553,EXPIRED,Trigger,MEDIUM,11/27/2019,Loren Brizendine  ,"HIE,NFOS,FITEK"
338471,cust414,617751173,4094939,GBM Customers,Direct Customer,mex,mex,gbm,,low,no,0,KYCS,1800-01-01,0,ISD,ISD,Acc1 Acc2 Acc3 Acc4 Acc303,no,no,no,no,no,0,20203146,ACTIVE,New Business,LOW,1/13/2025,Tyron Duford  ,"IMPACT TRADES,FISC,FITEK"
1239566,cust415,534793394,25599354,GBM Customers,Direct Customer,nld,nld,gbm,m,medium,no,0,KYCS,1800-01-01,0,ISD,ISD,Acc1 Acc2 Acc3 Acc4 Acc304,no,no,no,no,no,0,20202762,EXPIRED,Trigger,MEDIUM,3/26/2020,Sherril Neufeld  ,"IMPACT TRADES,FISC,FITEK"
